Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Score
N3MPYQP7,conferencePaper,2025.0,"Singh, Aditi; Shetty, Akash; Ehtesham, Abul; Kumar, Saket; Khoei, Tala Talaei","A Survey of Large Language Model-Based Generative AI for Text-to-SQL: Benchmarks, Applications, Use Cases, and Challenges",2025 IEEE 15th Annual Computing and Communication Workshop and Conference (CCWC),,,,https://ieeexplore.ieee.org/abstract/document/10903689/,"Text-to-SQL systems facilitate smooth interaction with databases by translating natural language queries into Structured Query Language (SQL), bridging the gap between non-technical users and complex database management systems. This survey provides a comprehensive overview of the evolution of AI-driven text-to-SQL systems, highlighting their foundational components, advancements in large language model (LLM) architectures, and the critical role of datasets such as Spider, WikiSQL, and CoSQL in driving progress. We examine the applications of text-to-SQL in domains like healthcare, education, and finance, emphasizing their transformative potential for improving data accessibility. Additionally, we analyze persistent challenges, including domain generalization, query optimization, support for multi-turn conversational interactions, and the limited availability of datasets tailored for NoSQL databases and dynamic real-world scenarios. To address these challenges, we outline future research directions, such as extending text-to-SQL capabilities to support NoSQL databases, designing datasets for dynamic multi-turn interactions, and optimizing systems for real-world scalability and robustness. By surveying current advancements and identifying key gaps, this paper aims to guide the next generation of research and applications in LLM-based text-to-SQL systems.",2025,2025-05-22 09:49:53,2025-05-26 13:38:26,2025-05-22 09:49:20,00015–00021,,,,,,A Survey of Large Language Model-Based Generative AI for Text-to-SQL,,,,,IEEE,,,,,,,Google Scholar,,,,"/Users/ksoares/Zotero/storage/Z8GDVHCW/Singh et al. - 2025 - A Survey of Large Language Model-Based Generative AI for Text-to-SQL Benchmarks, Applications, Use.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
BXAGH7ME,preprint,2024.0,"Sun, Maojun; Han, Ruijian; Jiang, Binyan; Qi, Houduo; Sun, Defeng; Yuan, Yancheng; Huang, Jian",A Survey on Large Language Model-based Agents for Statistics and Data Science,,,,10.48550/arXiv.2412.14222,http://arxiv.org/abs/2412.14222,"In recent years, data science agents powered by Large Language Models (LLMs), known as ""data agents,"" have shown significant potential to transform the traditional data analysis paradigm. This survey provides an overview of the evolution, capabilities, and applications of LLM-based data agents, highlighting their role in simplifying complex data tasks and lowering the entry barrier for users without related expertise. We explore current trends in the design of LLM-based frameworks, detailing essential features such as planning, reasoning, reflection, multi-agent collaboration, user interface, knowledge integration, and system design, which enable agents to address data-centric problems with minimal human intervention. Furthermore, we analyze several case studies to demonstrate the practical applications of various data agents in real-world scenarios. Finally, we identify key challenges and propose future research directions to advance the development of data agents into intelligent statistical analysis software.",2024-12-18,2025-05-22 09:49:53,2025-05-22 09:49:53,2025-05-22 09:49:27,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2412.14222 [cs],,/Users/ksoares/Zotero/storage/UY6YMTMT/Sun et al. - 2024 - A Survey on Large Language Model-based Agents for Statistics and Data Science.pdf; /Users/ksoares/Zotero/storage/N4QAF23S/2412.html,,,Computer Science - Computation and Language; Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Statistics - Other Statistics,,,,,,,,,,,,,,,,,,,arXiv:2412.14222,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
YJUIXT2K,journalArticle,2024.0,"Zhu, Xiaohu; Li, Qian; Cui, Lizhen; Liu, Yongkang",Large language model enhanced text-to-sql generation: A survey,arXiv preprint arXiv:2410.06011,,,,https://arxiv.org/abs/2410.06011,"Abstract—Text-to-SQL translates natural language queries into Structured Query Language (SQL) commands, enabling users to interact with databases using natural language. Essentially, the text-to-SQL task is a text generation task and its development primarily dependent on changes in language models. Especially with the rapid development of Large Language Models (LLMs), the pattern of text-to-SQL has undergone significant changes. Existing survey work mainly focuses on rule-based and neural-based approaches, still lacking a survey of Text-to-SQL with LLMs. In this paper, we survey the large language model enhanced text-to-SQL generations, classifying them into prompt engineering, fine-tuning, pre-trained and Agent groups according to training strategies. And we also summarize datasets and evaluation metrics comprehensively. This survey could help people better understand the pattern, research status, and challenges of LLM-based text-to-SQL generations.",2024,2025-05-22 09:49:53,2025-05-26 13:48:09,2025-05-22 09:49:29,,,,,,,Large language model enhanced text-to-sql generation,,,,,,,,,,,,Google Scholar,,,,/Users/ksoares/Zotero/storage/SR2HQ5S8/Zhu et al. - 2024 - Large language model enhanced text-to-sql generation A survey.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4SPUM37I,preprint,2024.0,"Zeng, Pai; Ning, Zhenyu; Zhao, Jieru; Cui, Weihao; Xu, Mengwei; Guo, Liwei; Chen, Xusheng; Shan, Yizhou",The CAP Principle for LLM Serving: A Survey of Long-Context Large Language Model Serving,,,,10.48550/arXiv.2405.11299,http://arxiv.org/abs/2405.11299,"We survey the large language model (LLM) serving area to understand the intricate dynamics between cost-efficiency and accuracy, which is magnified by the growing need for longer contextual understanding when deploying models at a massive scale. Our findings reveal that works in this space optimize along three distinct but conflicting goals: improving serving context length (C), improving serving accuracy (A), and improving serving performance (P). Drawing inspiration from the CAP theorem in databases, we propose a CAP principle for LLM serving, which suggests that any optimization can improve at most two of these three goals simultaneously. Our survey categorizes existing works within this framework. We find the definition and continuity of user-perceived measurement metrics are crucial in determining whether a goal has been met, akin to prior CAP databases in the wild. We recognize the CAP principle for LLM serving as a guiding principle, rather than a formal theorem, to inform designers of the inherent and dynamic trade-offs in serving models. As serving accuracy and performance have been extensively studied, this survey focuses on works that extend serving context length and address the resulting challenges.",2024-05-27,2025-05-22 09:49:53,2025-05-22 09:49:53,2025-05-22 09:49:35,,,,,,,The CAP Principle for LLM Serving,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2405.11299 [cs],,/Users/ksoares/Zotero/storage/QQYM3L6L/Zeng et al. - 2024 - The CAP Principle for LLM Serving A Survey of Long-Context Large Language Model Serving.pdf; /Users/ksoares/Zotero/storage/C9PEJMN4/2405.html,,,Computer Science - Machine Learning; Computer Science - Databases,,,,,,,,,,,,,,,,,,,arXiv:2405.11299,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
9Z7TYLAF,journalArticle,2024.0,"Lou, Renze; Zhang, Kai; Yin, Wenpeng",Large language model instruction following: A survey of progresses and challenges,Computational Linguistics,,,,https://direct.mit.edu/coli/article-pdf/doi/10.1162/coli_a_00523/2464827/coli_a_00523.pdf,"Task semantics can be expressed by a set of input-output examples or a piece of textual instruction. Conventional machine learning approaches for natural language processing (NLP) mainly rely on the availability of large-scale sets of task-specific examples. Two issues arise: First, collecting task-specific labeled examples does not apply to scenarios where tasks may be too complicated or costly to annotate, or the system is required to handle a new task immediately; second, this is not user-friendly since end-users are probably more willing to provide task description rather than a set of examples before using the system. Therefore, the community is paying increasing interest in a new supervision-seeking paradigm for NLP: learning to follow task instructions, that is, instruction following. Despite its impressive progress, there are some unsolved research equations that the community struggles with. This survey tries to summarize and provide insights into the current research on instruction following, particularly, by answering the following questions: (i) What is task instruction, and what instruction types exist? (ii) How should we model instructions? (iii) What are popular instruction following datasets and evaluation metrics? (iv) What factors influence and explain the instructions performance? (v) What challenges remain in instruction following? To our knowledge, this is the first comprehensive survey about instruction following.",2024,2025-05-22 09:49:53,2025-05-26 13:49:08,2025-05-22 09:49:35,1053–1095,,3.0,50.0,,,Large language model instruction following,,,,,,,,,,,,Google Scholar,,"Publisher: MIT Press 255 Main Street, 9th Floor, Cambridge, Massachusetts 02142, USA …",,/Users/ksoares/Zotero/storage/BWH4CPAZ/Lou et al. - 2024 - Large language model instruction following A survey of progresses and challenges.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
J3G763II,preprint,2025.0,"Zou, Henry Peng; Huang, Wei-Chieh; Wu, Yaozu; Chen, Yankai; Miao, Chunyu; Nguyen, Hoang; Zhou, Yue; Zhang, Weizhi; Fang, Liancheng; He, Langzhou; Li, Yangning; Li, Dongyuan; Jiang, Renhe; Liu, Xue; Yu, Philip S.",A Survey on Large Language Model based Human-Agent Systems,,,,10.48550/arXiv.2505.00753,http://arxiv.org/abs/2505.00753,"Recent advances in large language models (LLMs) have sparked growing interest in building fully autonomous agents. However, fully autonomous LLM-based agents still face significant challenges, including limited reliability due to hallucinations, difficulty in handling complex tasks, and substantial safety and ethical risks, all of which limit their feasibility and trustworthiness in real-world applications. To overcome these limitations, LLM-based human-agent systems (LLM-HAS) incorporate human-provided information, feedback, or control into the agent system to enhance system performance, reliability and safety. This paper provides the first comprehensive and structured survey of LLM-HAS. It clarifies fundamental concepts, systematically presents core components shaping these systems, including environment & profiling, human feedback, interaction types, orchestration and communication, explores emerging applications, and discusses unique challenges and opportunities. By consolidating current knowledge and offering a structured overview, we aim to foster further research and innovation in this rapidly evolving interdisciplinary field. Paper lists and resources are available at https://github.com/HenryPengZou/Awesome-LLM-Based-Human-Agent-Systems.",2025-05-20,2025-05-22 09:49:53,2025-05-22 09:49:53,2025-05-22 09:49:39,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2505.00753 [cs],,/Users/ksoares/Zotero/storage/G2SMP64U/Zou et al. - 2025 - A Survey on Large Language Model based Human-Agent Systems.pdf; /Users/ksoares/Zotero/storage/QC88KGL6/2505.html,,,Computer Science - Computation and Language; Computer Science - Machine Learning,,,,,,,,,,,,,,,,,,,arXiv:2505.00753,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
B9CYWRK7,journalArticle,2025.0,"Scherbakov, Dmitry; Hubig, Nina; Jansari, Vinita; Bakumenko, Alexander; Lenert, Leslie A.",The emergence of large language models as tools in literature reviews: a large language model-assisted systematic review,Journal of the American Medical Informatics Association,,,,https://academic.oup.com/jamia/advance-article-abstract/doi/10.1093/jamia/ocaf063/8126534,"Objectives: This study aims to summarize the usage of large language models (LLMs) in the process of creating a scientific review by looking at the methodological papers that describe the use of LLMs in review automation and the review papers that mention they were made with the support of LLMs.  Materials and Methods: The search was conducted in June 2024 in PubMed, Scopus, Dimensions, and Google Scholar by human reviewers. Screening and extraction process took place in Covidence with the help of LLM add-on based on the OpenAI GPT-4o model. ChatGPT and Scite.ai were used in cleaning the data, generating the code for figures, and drafting the manuscript.  Results: Of the 3788 articles retrieved, 172 studies were deemed eligible for the final review. ChatGPT and GPT-based LLM emerged as the most dominant architecture for review automation (n 1⁄4 126, 73.2%). A significant number of review automation projects were found, but only a limited number of papers (n 1⁄4 26, 15.1%) were actual reviews that acknowledged LLM usage. Most citations focused on the automation of a particular stage of review, such as Searching for publications (n 1⁄4 60, 34.9%) and Data extraction (n 1⁄4 54, 31.4%). When comparing the pooled performance of GPT-based and BERT-based models, the former was better in data extraction with a mean precision of 83.0% (SD 1⁄4 10.4) and a recall of 86.0% (SD 1⁄4 9.8).  Discussion and Conclusion: Our LLM-assisted systematic review revealed a significant number of research projects related to review automation using LLMs. Despite limitations, such as lower accuracy of extraction for numeric data, we anticipate that LLMs will soon change the way scientific reviews are conducted.",2025,2025-05-22 09:49:53,2025-05-26 13:53:02,2025-05-22 09:49:41,ocaf063,,,,,,The emergence of large language models as tools in literature reviews,,,,,,,,,,,,Google Scholar,,Publisher: Oxford University Press,,/Users/ksoares/Zotero/storage/4R5AJY44/Scherbakov et al. - 2025 - The emergence of large language models as tools in literature reviews a large language model-assist.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
BTFLSBBC,journalArticle,2025.0,"Sargeant, Holli; Izzidien, Ahmed; Steffek, Felix",Topic Classification of Case Law Using a Large Language Model and a New Taxonomy for UK Law: AI Insights into Summary Judgment,Artificial Intelligence and Law,,"0924-8463, 1572-8382",10.1007/s10506-025-09434-0,http://arxiv.org/abs/2405.12910,"This paper addresses a critical gap in legal analytics by developing and applying a novel taxonomy for topic classification of summary judgment cases in the United Kingdom. Using a curated dataset of summary judgment cases, we use the Large Language Model Claude 3 Opus to explore functional topics and trends. We find that Claude 3 Opus correctly classified the topic with an accuracy of 87.13% and an F1 score of 0.87. The analysis reveals distinct patterns in the application of summary judgments across various legal domains. As case law in the United Kingdom is not originally labelled with keywords or a topic filtering option, the findings not only refine our understanding of the thematic underpinnings of summary judgments but also illustrate the potential of combining traditional and AI-driven approaches in legal classification. Therefore, this paper provides a new and general taxonomy for UK law. The implications of this work serve as a foundation for further research and policy discussions in the field of judicial administration and computational legal research methodologies.",2025-02-25,2025-05-22 09:49:53,2025-05-22 09:49:53,2025-05-22 09:49:46,,,,,,Artif Intell Law,Topic Classification of Case Law Using a Large Language Model and a New Taxonomy for UK Law,,,,,,,,,,,,arXiv.org,,arXiv:2405.12910 [cs],,/Users/ksoares/Zotero/storage/VSMD3V3I/Sargeant et al. - 2025 - Topic Classification of Case Law Using a Large Language Model and a New Taxonomy for UK Law AI Insi.pdf; /Users/ksoares/Zotero/storage/W7Q45VWZ/2405.html,,,Computer Science - Computation and Language; Computer Science - Artificial Intelligence; Computer Science - Machine Learning; Computer Science - Computers and Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
ZX7X7VJL,preprint,2025.0,"Chen, Zihan; Wang, Song; Tan, Zhen; Fu, Xingbo; Lei, Zhenyu; Wang, Peng; Liu, Huan; Shen, Cong; Li, Jundong",A Survey of Scaling in Large Language Model Reasoning,,,,10.48550/arXiv.2504.02181,http://arxiv.org/abs/2504.02181,"The rapid advancements in large Language models (LLMs) have significantly enhanced their reasoning capabilities, driven by various strategies such as multi-agent collaboration. However, unlike the well-established performance improvements achieved through scaling data and model size, the scaling of reasoning in LLMs is more complex and can even negatively impact reasoning performance, introducing new challenges in model alignment and robustness. In this survey, we provide a comprehensive examination of scaling in LLM reasoning, categorizing it into multiple dimensions and analyzing how and to what extent different scaling strategies contribute to improving reasoning capabilities. We begin by exploring scaling in input size, which enables LLMs to process and utilize more extensive context for improved reasoning. Next, we analyze scaling in reasoning steps that improves multi-step inference and logical consistency. We then examine scaling in reasoning rounds, where iterative interactions refine reasoning outcomes. Furthermore, we discuss scaling in training-enabled reasoning, focusing on optimization through iterative model improvement. Finally, we review applications of scaling across domains and outline future directions for further advancing LLM reasoning. By synthesizing these diverse perspectives, this survey aims to provide insights into how scaling strategies fundamentally enhance the reasoning capabilities of LLMs and further guide the development of next-generation AI systems.",2025-04-02,2025-05-22 09:49:53,2025-05-22 09:49:53,2025-05-22 09:49:47,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2504.02181 [cs],,/Users/ksoares/Zotero/storage/HH767B39/Chen et al. - 2025 - A Survey of Scaling in Large Language Model Reasoning.pdf; /Users/ksoares/Zotero/storage/IHWWPXV9/2504.html,,,Computer Science - Artificial Intelligence,,,,,,,,,,,,,,,,,,,arXiv:2504.02181,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
TRRHYYDA,journalArticle,2025.0,"Ozkan, Ecem; Tekin, Aysun; Ozkan, Mahmut Can; Cabrera, Daniel; Niven, Alexander; Dong, Yue",Global Health care Professionals’ Perceptions of Large Language Model Use In Practice: Cross-Sectional Survey Study,JMIR Medical Education,,,,https://mededu.jmir.org/2025/1/e58801,"Abstract Background: ChatGPT is a large language model-based chatbot developed by OpenAI. ChatGPT has many potential applications to health care, including enhanced diagnostic accuracy and efficiency, improved treatment planning, and better patient outcomes. However, health care professionals’ perceptions of ChatGPT and similar artificial intelligence tools are not well known. Understanding these attitudes is important to inform the best approaches to exploring their use in medicine. Objective: Our aim was to evaluate the health care professionals’ awareness and perceptions regarding potential applications of ChatGPT in the medical field, including potential benefits and challenges of adoption. Methods: We designed a 33-question online survey that was distributed among health care professionals via targeted emails and professional Twitter and LinkedIn accounts. The survey included a range of questions to define respondents’ demographic characteristics, familiarity with ChatGPT, perceptions of this tool’s usefulness and reliability, and opinions on its potential to improve patient care, research, and education efforts. Results: One hundred and fifteen health care professionals from 21 countries responded to the survey, including physicians, nurses, researchers, and educators. Of these, 101 (87.8%) had heard of ChatGPT, mainly from peers, social media, and news, and 77 (76.2%) had used ChatGPT at least once. Participants found ChatGPT to be helpful for writing manuscripts (n=31, 45.6%), emails (n=25, 36.8%), and grants (n=12, 17.6%); accessing the latest research and evidence-based guidelines (n=21, 30.9%); providing suggestions on diagnosis or treatment (n=15, 22.1%); and improving patient communication (n=12, 17.6%). Respondents also felt that the ability of ChatGPT to access and summarize research articles (n=22, 46.8%), provide quick answers to clinical questions (n=15, 31.9%), and generate patient education materials (n=10, 21.3%) was helpful. However, there are concerns regarding the use of ChatGPT, for example, the accuracy of responses (n=14, 29.8%), limited applicability in specific practices (n=18, 38.3%), and legal and ethical considerations (n=6, 12.8%), mainly related to plagiarism or copyright violations. Participants stated that safety protocols such as data encryption (n=63, 62.4%) and access control (n=52, 51.5%) could assist in ensuring patient privacy and data security. Conclusions: Our findings show that ChatGPT use is widespread among health care professionals in daily clinical, research, and educational activities. The majority of our participants found ChatGPT to be useful; however, there are concerns about patient privacy, data security, and its legal and ethical issues as well as the accuracy of its information. Further studies are required to understand the impact of ChatGPT and other large language models on clinical, educational, and research outcomes, and the concerns regarding its use must be addressed systematically and through appropriate methods.",2025,2025-05-22 09:49:53,2025-05-26 13:44:27,2025-05-22 09:49:49,e58801,,,11.0,,,Global Health care Professionals’ Perceptions of Large Language Model Use In Practice,,,,,,,,,,,,Google Scholar,,"Publisher: JMIR Publications Toronto, Canada",,/Users/ksoares/Zotero/storage/PFH4BJU3/e58801.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
9CWUUFPR,preprint,2024.0,"Feng, Xiachong; Dou, Longxu; Li, Ella; Wang, Qinghao; Wang, Haochuan; Guo, Yu; Ma, Chang; Kong, Lingpeng",A Survey on Large Language Model-Based Social Agents in Game-Theoretic Scenarios,,,,10.48550/arXiv.2412.03920,http://arxiv.org/abs/2412.03920,"Game-theoretic scenarios have become pivotal in evaluating the social intelligence of Large Language Model (LLM)-based social agents. While numerous studies have explored these agents in such settings, there is a lack of a comprehensive survey summarizing the current progress. To address this gap, we systematically review existing research on LLM-based social agents within game-theoretic scenarios. Our survey organizes the findings into three core components: Game Framework, Social Agent, and Evaluation Protocol. The game framework encompasses diverse game scenarios, ranging from choice-focusing to communication-focusing games. The social agent part explores agents' preferences, beliefs, and reasoning abilities. The evaluation protocol covers both game-agnostic and game-specific metrics for assessing agent performance. By reflecting on the current research and identifying future research directions, this survey provides insights to advance the development and evaluation of social agents in game-theoretic scenarios.",2024-12-05,2025-05-22 09:49:53,2025-05-22 09:49:53,2025-05-22 09:49:51,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2412.03920 [cs],,/Users/ksoares/Zotero/storage/CKM58788/Feng et al. - 2024 - A Survey on Large Language Model-Based Social Agents in Game-Theoretic Scenarios.pdf; /Users/ksoares/Zotero/storage/TD7U2TIP/2412.html,,,Computer Science - Computation and Language; Computer Science - Artificial Intelligence,,,,,,,,,,,,,,,,,,,arXiv:2412.03920,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
D3KZJ4NC,journalArticle,2025.0,"Fu, Yu; Wang, Mingguo; Wang, Chengbin; Dong, Shuaixian; Chen, Jianguo; Wang, Jiyuan; Yu, Hongping; Huang, Jing; Chang, Liheng; Wang, Bo",GeoMinLM: A large language model in geology and mineral survey in Yunnan Province,Ore Geology Reviews,,,,https://www.sciencedirect.com/science/article/pii/S0169136825001982,"In recent years, the development of artificial intelligence and big data technologies has led to the advancement of tools and solutions for transforming the geological and mineral survey paradigm, which requires a large amount of geological knowledge in a complex and arduous working environment. The large language model (LLM) has a significant advantage in answering generative intelligent questions. However, LLMs for general fields have limitations in answering professional questions in a vertical domain like geology. To overcome this challenge, we proposed and developed GeoMinLM, an LLM for geological and mineral exploration scenarios in Yunnan Province, and explored its applications in intelligent Q&A. Leveraging a proprietary dataset of 5.16 million words in geology and mineral exploration, we trained GeoMinLM based on Baichuan-2, achieving superior performance through fine-tuning and hyperparameter optimization. By integrating expert knowledge via a knowledge graph, we significantly reduced hallucinations and enhanced professionalism. This study proves that GeoMinLM is helpful for accurate information retrieval and knowledge dissemination, thereby supporting the intelligent advancement of geological and mineral fields.",2025,2025-05-22 09:49:53,2025-05-26 13:44:11,2025-05-22 09:49:53,106638,,,,,,GeoMinLM,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,/Users/ksoares/Zotero/storage/86LHETWG/S0169136825001982.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
7QMDN745,journalArticle,2025.0,"Sargeant, Holli; Izzidien, Ahmed; Steffek, Felix",Topic classification of case law using a large language model and a new taxonomy for UK law: AI insights into summary judgment,Artificial Intelligence and Law,,"0924-8463, 1572-8382",10.1007/s10506-025-09434-0,https://link.springer.com/10.1007/s10506-025-09434-0,"Abstract             This paper addresses a critical gap in legal analytics by developing and applying a novel taxonomy for topic classification of summary judgment cases in the United Kingdom. Using a curated dataset of summary judgment cases, we use the Large Language Model Claude 3 Opus to explore functional topics and trends. We find that Claude 3 Opus correctly classified the topic with an accuracy of 87.13% and an F1 score of 0.87. The analysis reveals distinct patterns in the application of summary judgments across various legal domains. As case law in the United Kingdom is not originally labelled with keywords or a topic filtering option, the findings not only refine our understanding of the thematic underpinnings of summary judgments but also illustrate the potential of combining traditional and AI-driven approaches in legal classification. Therefore, this paper provides a new and general taxonomy for UK law. The implications of this work serve as a foundation for further research and policy discussions in the field of judicial administration and computational legal research methodologies.",2025-02-25,2025-05-22 09:51:42,2025-05-22 09:51:42,2025-05-22 09:51:09,,,,,,Artif Intell Law,Topic classification of case law using a large language model and a new taxonomy for UK law,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/ksoares/Zotero/storage/ERPWZL9V/Sargeant et al. - 2025 - Topic classification of case law using a large language model and a new taxonomy for UK law AI insi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MZ2LQIVV,journalArticle,2025.0,"Du, Shangheng; Zhao, Jiabao; Shi, Jinxin; Xie, Zhentao; Jiang, Xin; Bai, Yanhong; He, Liang",A Survey on the Optimization of Large Language Model-based Agents,arXiv preprint arXiv:2503.12434,,,,https://arxiv.org/abs/2503.12434,"With the rapid development of Large Language Models (LLMs), LLM-based agents have been widely adopted in various fields, becoming essential for autonomous decision-making and interactive tasks. However, current work typically relies on prompt design or fine-tuning strategies applied to vanilla LLMs, which often leads to limited effectiveness or suboptimal performance in complex agent-related environments. Although LLM optimization techniques can improve model performance across many general tasks, they lack specialized optimization towards critical agent functionalities such as long-term planning, dynamic environmental interaction, and complex decision-making. Although numerous recent studies have explored various strategies to optimize LLM-based agents for complex agent tasks, a systematic review summarizing and comparing these methods from a holistic perspective is still lacking. In this survey, we provide a comprehensive review of LLM-based agent optimization approaches, categorizing them into parameter-driven and parameter-free methods. We first focus on parameter-driven optimization, covering fine-tuning-based optimization, reinforcement learning-based optimization, and hybrid strategies, analyzing key aspects such as trajectory data construction, fine-tuning techniques, reward function design, and optimization algorithms. Additionally, we briefly discuss parameter-free strategies that optimize agent behavior through prompt engineering and external knowledge retrieval. Finally, we summarize the datasets and benchmarks used for evaluation and tuning, review key applications of LLM-based agents, and discuss major challenges and promising future directions. Our repository for related references is available at this https URL.",2025,2025-05-22 09:51:42,2025-05-26 13:40:50,2025-05-22 09:51:12,,,,,,,,,,,,,,,,,,,Google Scholar,,,,/Users/ksoares/Zotero/storage/U2EX32IQ/Du et al. - 2025 - A Survey on the Optimization of Large Language Model-based Agents.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
NGNYX4R9,journalArticle,2025.0,"Li, Ruimiao; Li, Manli; Qiao, Weifeng",Engineering Students’ Use of Large Language Model Tools: An Empirical Study Based on a Survey of Students from 12 Universities,Education Sciences,,,,https://www.mdpi.com/2227-7102/15/3/280,"Large language model (LLM) tools, such as ChatGPT, are rapidly transforming engineering education by enhancing tasks like information retrieval, coding, and writing refinement, which are critical to the problem-solving and technical focus of engineering disciplines. This study investigates how engineering students use LLM tools and the challenges they face, offering insights into the adoption of AI technologies in academic settings. A survey of 539 engineering students from 12 leading Chinese universities, using the UTAUT framework, examines factors such as technological expectations, environmental support, and personal characteristics. The key findings include the following: (1) Over 40% of engineering students use LLM tools, with 18.8% regarding them as indispensable. (2) Trust in AI-generated content remains a central challenge, as students must critically evaluate its accuracy and reliability. (3) Environmental support significantly affects usage, with notable regional disparities, particularly between eastern and other regions in China. (4) A persistent digital divide, influenced by gender, academic level, and socioeconomic background, affects the depth and effectiveness of tool use. These results underscore the need for targeted support to address regional and demographic disparities and optimize LLM tool integration in engineering education.",2025,2025-05-22 09:51:42,2025-05-26 13:42:37,2025-05-22 09:51:24,280,,3.0,15.0,,,Engineering Students’ Use of Large Language Model Tools,,,,,,,,,,,,Google Scholar,,Publisher: MDPI,,/Users/ksoares/Zotero/storage/Q8P7MZ4A/280.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
BDYQ33AU,preprint,2025.0,"Varangot-Reille, Clovis; Bouvard, Christophe; Gourru, Antoine; Ciancone, Mathieu; Schaeffer, Marion; Jacquenet, François",Doing More with Less -- Implementing Routing Strategies in Large Language Model-Based Systems: An Extended Survey,,,,10.48550/arXiv.2502.00409,http://arxiv.org/abs/2502.00409,"Large Language Models (LLM)-based systems, i.e. interconnected elements that include an LLM as a central component (e.g., conversational agents), are typically monolithic static architectures that rely on a single LLM for all user queries. However, they often require different preprocessing strategies, levels of reasoning, or knowledge. Generalist LLMs (e.g. GPT-4) trained on very large multi-topic corpora can perform well in a variety of tasks. They require significant financial, energy, and hardware resources that may not be justified for basic tasks. This implies potentially investing in unnecessary costs for a given query. To overcome this problem, a routing mechanism routes user queries to the most suitable components, such as smaller LLMs or experts in specific topics. This approach may improve response quality while minimising costs. Routing can be expanded to other components of the conversational agent architecture, such as the selection of optimal embedding strategies. This paper explores key considerations for integrating routing into LLM-based systems, focusing on resource management, cost definition, and strategy selection. Our main contributions include a formalisation of the problem, a novel taxonomy of existing approaches emphasising relevance and resource efficiency, and a comparative analysis of these strategies in relation to industry practices. Finally, we identify critical challenges and directions for future research.",2025-02-04,2025-05-22 09:51:42,2025-05-22 09:51:42,2025-05-22 09:51:28,,,,,,,Doing More with Less -- Implementing Routing Strategies in Large Language Model-Based Systems,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2502.00409 [cs],,/Users/ksoares/Zotero/storage/HPPYS5E2/Varangot-Reille et al. - 2025 - Doing More with Less -- Implementing Routing Strategies in Large Language Model-Based Systems An Ex.pdf; /Users/ksoares/Zotero/storage/AWBKPXB3/2502.html,,,Computer Science - Computation and Language; Computer Science - Artificial Intelligence,,,,,,,,,,,,,,,,,,,arXiv:2502.00409,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
